sp	long	lat	base
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-46.188056	-23.523056	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.307778	-20.128611	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-48.34	-24	gbif
haddadus_binotatus	-48.34	-24	gbif
haddadus_binotatus	-40.071944	-19.391111	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-47.549722	-24.700278	gbif
haddadus_binotatus	-47.549722	-24.700278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-41.868611	-20.931667	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-37.41667	-11.41667	gbif
haddadus_binotatus	-37.41667	-11.41667	gbif
haddadus_binotatus	-37.41667	-11.41667	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-47.06	-22.9	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.42	-20.263889	gbif
haddadus_binotatus	-39.280278	-14.785833	gbif
haddadus_binotatus	-39.280278	-14.785833	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-47.919722	-24.38	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-40.600278	-19.935833	gbif
haddadus_binotatus	-40.600278	-19.935833	gbif
haddadus_binotatus	-46.389722	-23.96	gbif
haddadus_binotatus	-46.389722	-23.96	gbif
haddadus_binotatus	-46.389722	-23.96	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935833	gbif
haddadus_binotatus	-40.42	-20.263889	gbif
haddadus_binotatus	-40.42	-20.263889	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-47.549722	-24.700278	gbif
haddadus_binotatus	-47.549722	-24.700278	gbif
haddadus_binotatus	-40.4975	-20.666667	gbif
haddadus_binotatus	-40.4975	-20.666667	gbif
haddadus_binotatus	-39.3167	-15.0946	gbif
haddadus_binotatus	-47.549722	-24.700278	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-45.83	-23.63	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
haddadus_binotatus	-47.23	-24.57	gbif
